ActivitySiteID,ActivityDescription,BookingStartTime,MaxBookees,Number_Booked,Price_INR,BookingEndDateTime,DynamicPrice
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,1.042994938,0.187438174,11-04-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,0.937761171,0.187438174,18-04-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,0.727293636,0.187438174,25-04-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,0.411592333,0.187438174,02-05-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,0.727293636,0.187438174,09-05-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,0.411592333,0.187438174,16-05-2018,0.19
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,-0.325044039,0.187438174,23-05-2018,0.25
HXP,Studio Cyc 4.20-5.10pm,16:20:00,-0.343236148,-0.430277806,0.187438174,30-05-2018,0.25
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.832527403,0.187438174,03-04-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.114576504,0.187438174,05-04-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.516826101,0.187438174,10-04-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.325044039,0.187438174,12-04-2018,0.25
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.937761171,0.187438174,17-04-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.325044039,0.187438174,19-04-2018,0.25
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.832527403,0.187438174,24-04-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.325044039,0.187438174,26-04-2018,0.25
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,1.042994938,0.187438174,01-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.095891031,0.187438174,03-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.937761171,0.187438174,08-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.306358566,0.187438174,10-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.727293636,0.187438174,15-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.219810271,0.187438174,17-05-2018,0.21
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.937761171,0.187438174,22-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.201124798,0.187438174,24-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,0.937761171,0.187438174,29-05-2018,0.19
HXP,Studio Cyc 5.00-5.50pm,17:00:00,-0.343236148,-0.535511574,0.187438174,31-05-2018,0.25
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.306358566,0.187438174,06-04-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.516826101,0.187438174,13-04-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.622059868,0.187438174,20-04-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.622059868,0.187438174,27-04-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.411592333,0.187438174,04-05-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.832527403,0.187438174,11-05-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,-0.114576504,0.187438174,18-05-2018,0.19
HXP,Studio Cyc 5.10-6.00pm,17:10:00,-0.343236148,0.411592333,0.187438174,25-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.095891031,0.187438174,04-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.832527403,0.187438174,09-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.832527403,0.187438174,11-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,1.042994938,0.187438174,16-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.832527403,0.187438174,18-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.937761171,0.187438174,23-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.832527403,0.187438174,25-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.516826101,0.187438174,30-04-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.516826101,0.187438174,02-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.516826101,0.187438174,09-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.727293636,0.187438174,14-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,1.042994938,0.187438174,16-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.622059868,0.187438174,21-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.201124798,0.187438174,23-05-2018,0.19
HXP,Studio Cyc 5.20-6.10pm,17:20:00,-0.343236148,0.727293636,0.187438174,30-05-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.095891031,0.187438174,05-04-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.411592333,0.187438174,12-04-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.201124798,0.187438174,19-04-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.306358566,0.187438174,26-04-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.095891031,0.187438174,03-05-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.727293636,0.187438174,10-05-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.516826101,0.187438174,17-05-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.516826101,0.187438174,24-05-2018,0.19
HXP,Studio Cyc 5.55-6.45pm,17:55:00,-0.343236148,0.622059868,0.187438174,31-05-2018,0.19
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.306358566,0.187438174,06-04-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.622059868,0.187438174,13-04-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.622059868,0.187438174,20-04-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,-0.009342736,0.187438174,27-04-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.306358566,0.187438174,04-05-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.832527403,0.187438174,11-05-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,0.516826101,0.187438174,18-05-2018,0.21
HXP,Studio Cyc 6.10-7.00pm,18:10:00,-0.343236148,-0.535511574,0.187438174,25-05-2018,0.28
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,0.727293636,0.187438174,09-04-2018,0.21
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,0.937761171,0.187438174,16-04-2018,0.21
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,0.516826101,0.187438174,23-04-2018,0.21
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,1.042994938,0.187438174,30-04-2018,0.21
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,0.937761171,0.187438174,14-05-2018,0.21
HXP,Studio Cyc 6.15-7.05pm,18:15:00,-0.343236148,0.937761171,0.187438174,21-05-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,0.622059868,0.187438174,05-04-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,0.201124798,0.187438174,12-04-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,1.042994938,0.187438174,19-04-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,1.042994938,0.187438174,26-04-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,1.042994938,0.187438174,03-05-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,1.042994938,0.187438174,10-05-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,0.832527403,0.187438174,17-05-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,0.832527403,0.187438174,24-05-2018,0.21
HXP,Studio Cyc 7.00-7.50pm,19:00:00,-0.343236148,0.411592333,0.187438174,31-05-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.114576504,0.187438174,02-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.306358566,0.187438174,04-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.306358566,0.187438174,09-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.095891031,0.187438174,11-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.114576504,0.187438174,16-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.411592333,0.187438174,18-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.201124798,0.187438174,23-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.201124798,0.187438174,25-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.009342736,0.187438174,30-04-2018,0.21
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.219810271,0.187438174,02-05-2018,0.24
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.535511574,0.187438174,07-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.956446644,0.187438174,09-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.640745341,0.187438174,14-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.535511574,0.187438174,16-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.430277806,0.187438174,21-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.535511574,0.187438174,23-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,-0.325044039,0.187438174,28-05-2018,0.28
HXP,Studio Cyc 7.05-7.55am,07:05:00,-0.343236148,0.306358566,0.187438174,30-05-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,1.042994938,0.187438174,03-04-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.937761171,0.187438174,10-04-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,1.042994938,0.187438174,17-04-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,1.042994938,0.187438174,24-04-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.622059868,0.187438174,01-05-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.622059868,0.187438174,08-05-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.727293636,0.187438174,15-05-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.516826101,0.187438174,22-05-2018,0.21
HXP,Studio Cyc 7.30-8.20pm,19:30:00,-0.343236148,0.411592333,0.187438174,29-05-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,1.042994938,0.187438174,07-04-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,1.042994938,0.187438174,14-04-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.832527403,0.187438174,21-04-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.937761171,0.187438174,28-04-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.622059868,0.187438174,05-05-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.832527403,0.187438174,12-05-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.937761171,0.187438174,19-05-2018,0.21
HXP,Studio Cyc 8.00-8.50am,08:00:00,-0.343236148,0.622059868,0.187438174,26-05-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.306358566,0.187438174,05-04-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.832527403,0.187438174,12-04-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.832527403,0.187438174,19-04-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.937761171,0.187438174,26-04-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.937761171,0.187438174,03-05-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.727293636,0.187438174,10-05-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.727293636,0.187438174,17-05-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.306358566,0.187438174,24-05-2018,0.21
HXP,Studio Cyc 8.00-8.50pm,20:00:00,-0.343236148,0.095891031,0.187438174,31-05-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,1.042994938,0.187438174,07-04-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.937761171,0.187438174,14-04-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.832527403,0.187438174,21-04-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.832527403,0.187438174,28-04-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.937761171,0.187438174,05-05-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.622059868,0.187438174,12-05-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.306358566,0.187438174,19-05-2018,0.21
HXP,Studio Cyc 8.50-9.40am,08:50:00,-0.343236148,0.411592333,0.187438174,26-05-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,1.042994938,0.187438174,01-04-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.727293636,0.187438174,08-04-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.832527403,0.187438174,15-04-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.727293636,0.187438174,22-04-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.411592333,0.187438174,29-04-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.095891031,0.187438174,06-05-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.201124798,0.187438174,13-05-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,1.042994938,0.187438174,20-05-2018,0.21
HXP,Studio Cyc 9.05-9.55am,09:05:00,-0.343236148,0.622059868,0.187438174,27-05-2018,0.21
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.535511574,0.187438174,03-04-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,0.727293636,0.187438174,10-04-2018,0.21
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.114576504,0.187438174,17-04-2018,0.21
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.535511574,0.187438174,24-04-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.535511574,0.187438174,01-05-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.640745341,0.187438174,08-05-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.851212876,0.187438174,15-05-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.851212876,0.187438174,22-05-2018,0.28
HXP,Studio Cycling 7.05 -7.55,07:05:00,-0.343236148,-0.009342736,0.187438174,29-05-2018,0.21
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.745979109,-0.444853265,05-04-2018,-0.51
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-1.166914178,-0.444853265,12-04-2018,-0.61
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.956446644,-0.444853265,19-04-2018,-0.61
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.430277806,-0.444853265,26-04-2018,-0.46
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.535511574,-0.444853265,03-05-2018,-0.51
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.640745341,-0.444853265,10-05-2018,-0.51
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-1.693083016,-0.444853265,17-05-2018,-0.61
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.640745341,-0.444853265,24-05-2018,-0.51
TSC,Swim Fit-20.15-21.15pm,20:15:00,-0.939663106,-0.956446644,-0.444853265,31-05-2018,-0.61
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.516826101,-0.444853265,07-04-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.516826101,-0.444853265,14-04-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.306358566,-0.444853265,21-04-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,1.253462473,-0.444853265,28-04-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.727293636,-0.444853265,05-05-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.306358566,-0.444853265,12-05-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.095891031,-0.444853265,19-05-2018,-0.46
SBP,Swimfit  7am - 8am,07:30:00,-0.210696824,0.095891031,-0.444853265,26-05-2018,-0.46
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.956446644,-0.444853265,04-04-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.956446644,-0.444853265,11-04-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.745979109,-0.444853265,18-04-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.851212876,-0.444853265,25-04-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.745979109,-0.444853265,02-05-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.745979109,-0.444853265,09-05-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.745979109,-0.444853265,16-05-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.956446644,-0.444853265,23-05-2018,-0.56
BRP,Swimfit  8pm - 9pm,20:00:00,-1.469820401,-0.745979109,-0.444853265,30-05-2018,-0.56
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-0.851212876,-0.444853265,09-04-2018,-0.56
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-0.640745341,-0.444853265,16-04-2018,-0.56
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-0.219810271,-0.444853265,23-04-2018,-0.51
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-0.640745341,-0.444853265,30-04-2018,-0.56
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-1.061680411,-0.444853265,14-05-2018,-0.68
HXP,Swimfit 6.30 -7.30pm,18:30:00,-1.138472092,-0.219810271,-0.444853265,21-05-2018,-0.51
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.640745341,-0.444853265,09-04-2018,-0.56
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.219810271,-0.444853265,16-04-2018,-0.51
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.219810271,-0.444853265,23-04-2018,-0.51
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.640745341,-0.444853265,30-04-2018,-0.56
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.430277806,-0.444853265,14-05-2018,-0.51
HXP,Swimfit 6.30-7.30am,06:30:00,-1.138472092,-0.430277806,-0.444853265,21-05-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.219810271,-0.444853265,04-04-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.325044039,-0.444853265,11-04-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.219810271,-0.444853265,18-04-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.219810271,-0.444853265,25-04-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.430277806,-0.444853265,02-05-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.325044039,-0.444853265,09-05-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.430277806,-0.444853265,16-05-2018,-0.51
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.640745341,-0.444853265,23-05-2018,-0.56
HXP,Swimfit 6.30am -7.30am,06:30:00,-1.138472092,-0.325044039,-0.444853265,30-05-2018,-0.51
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-0.851212876,-0.444853265,03-04-2018,-0.56
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-0.851212876,-0.444853265,10-04-2018,-0.56
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-1.061680411,-0.444853265,17-04-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-1.166914178,-0.444853265,24-04-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-1.061680411,-0.444853265,01-05-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-1.061680411,-0.444853265,08-05-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-0.956446644,-0.444853265,15-05-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-0.956446644,-0.444853265,22-05-2018,-0.68
BRP,Swimfit 7am-8am,07:00:00,-1.138472092,-1.061680411,-0.444853265,29-05-2018,-0.68
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.640745341,-0.444853265,04-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.851212876,-0.444853265,06-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.745979109,-0.444853265,11-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.535511574,-0.444853265,13-04-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.851212876,-0.444853265,18-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.745979109,-0.444853265,20-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.745979109,-0.444853265,25-04-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.325044039,-0.444853265,27-04-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.535511574,-0.444853265,02-05-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.219810271,-0.444853265,04-05-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.640745341,-0.444853265,09-05-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.325044039,-0.444853265,11-05-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.745979109,-0.444853265,16-05-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.219810271,-0.444853265,18-05-2018,-0.51
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.745979109,-0.444853265,23-05-2018,-0.56
HXP,Swimfit 7pm - 8pm,19:00:00,-1.138472092,-0.325044039,-0.444853265,25-05-2018,-0.51
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,-0.745979109,2.71660393,09-04-2018,2.44
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,0.201124798,2.71660393,16-04-2018,2.44
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,0.095891031,2.71660393,23-04-2018,2.44
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,0.201124798,2.71660393,30-04-2018,2.44
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,0.411592333,2.71660393,14-05-2018,2.44
NBL,Tai Chi 2.00-3.00pm,14:00:00,1.843662696,0.201124798,2.71660393,21-05-2018,2.44
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.851212876,2.71660393,05-04-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.745979109,2.71660393,12-04-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-1.166914178,2.71660393,19-04-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-1.061680411,2.71660393,26-04-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.745979109,2.71660393,03-05-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.851212876,2.71660393,10-05-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.640745341,2.71660393,17-05-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.535511574,2.71660393,24-05-2018,3.59
HXP,Tai-Chi  12 -1pm,12:00:00,-0.475775472,-0.430277806,2.71660393,31-05-2018,3.59
NBL,Tap Dancing 11.15-12.15pm,11:15:00,1.843662696,-0.430277806,0.187438174,04-04-2018,0.17
NBL,Tap Dancing 11.15-12.15pm,11:15:00,1.843662696,-0.325044039,0.187438174,11-04-2018,0.17
NBL,Tap Dancing 11.15-12.15pm,11:15:00,1.843662696,-0.325044039,0.187438174,18-04-2018,0.17
